file,ground_truth,predicted,confidence,is_correct,reasons
N.J. Pepsi Invoice 154.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Invoice 130.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Pepsi Invoice 141.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Pepsi Invoice 159-17620.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Pepsi Invoice 157-17619.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Invoice 140.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Invoice 148.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Invoice 166-17626.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Pepsi Invoice 159-17620.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Pepsi Invoice 150.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Invoice 165-17625.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Invoice 144.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Invoice 163-17623.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Invoice 145.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Invoice 165-17625.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Invoice 148.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Invoice 149.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Invoice 149.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Pepsi Invoice 160-17621.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Pepsi Invoice 160-17621.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Pepsi Invoice 156.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Invoice 139.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Invoice 157-17619.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Invoice 139.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Invoice 135.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Invoice 138.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Pepsi Invoice 156-17618.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Invoice 164-17624.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Invoice 134.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Invoice 138.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Pepsi Invoice 141.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Pepsi Invoice 167-17670.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Pepsi Invoice 157-17656.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Pepsi Invoice 123-17649.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Pepsi Invoice 102-17645.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Serum Invoice 086-17640.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Pepsi Invoice 174-17672.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Serum Invoice 080-17635.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Pepsi Invoice 029-17629.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Serum Invoice 077-17634.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Serum Invoice 083-17637.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Serum Invoice 074-17632.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Serum Invoice 074-17633 B.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Serum Invoice 085-17639.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Pepsi Invoice 161-17664.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Serum Invoice 083-17637.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Serum Invoice 081-17631.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Pepsi Invoice 149-17652.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Pepsi Invoice 041-17630.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Serum Invoice 078-17634.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Serum Invoice 068-17631.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Pepsi Invoice 103-17646.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. VAPI INV 158-17657.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, igst, total amount, taxable amount"
N.J. Serum Invoice 081-17636.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Pepsi Invoice 160-17661.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. VAPI INV 158-17657.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, igst, total amount, taxable amount"
N.J. Pepsi Invoice 170-17671.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Pepsi Invoice 022-1.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Serum Invoice 078-17634.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Pepsi Invoice 100-17644.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Pepsi Invoice 147-17651.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Pepsi Invoice 123-17649.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Pepsi Invoice 174-17672.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Pepsi Invoice 100-17644.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Serum Invoice 077-17633.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Pepsi Invoice 149-17652.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Pepsi Invoice 161-17664.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Pepsi Invoice 160-17661.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Pepsi Invoice 147-17651.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Pepsi Invoice 028-17628.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Serum Invoice 081-17635.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Pepsi Invoice 167-17670.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Pepsi Invoice 022-1.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Serum Invoice 084-17638.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Pepsi Invoice 029-17629.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Serum Invoice 081-17636.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Pepsi Invoice 041-17630.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Pepsi Invoice 157-17656.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Serum Invoice 074-17632.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Pepsi Invoice 103-17646.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Serum Invoice 084-17638.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Serum Invoice 086-17640.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Pepsi Invoice 146-17650.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Pepsi Invoice 170-17671.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Serum Invoice 080-17635.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Serum Invoice 077-17633.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Pepsi Invoice 028-17628.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Serum Invoice 085-17639.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Pepsi Invoice 146-17650.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Serum Invoice 068-17631.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. Pepsi Invoice 102-17645.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. SERUM-28027- Inv-086.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. SERUM-28033- Inv-104.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. SERUM-28023- Inv-081.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. SERUM-28032- Inv-103.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
NGE-N.J. SERUM-28027- Inv-086.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. SERUM-28025- Inv-083.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. SERUM-28032- Inv-103.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. INV 50-28003.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. SERUM-28070- Inv-004.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. SERUM-28023- Inv-081.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. SERUM-28025- Inv-083.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
28025 NGE-N.J. SERUM PUNE.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: \d{5}.*[Ss]erum.*\.pdf; Keywords matched: tax invoice, gstin, pan, hsn, sac"
N.J. SERUM-28008- Inv-065.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
28025 NGE-N.J. SERUM PUNE.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: \d{5}.*[Ss]erum.*\.xlsx; Keywords matched: tax invoice, gstin, pan, hsn, sac"
N.J. SERUM-28033- Inv-104.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. INV 50-28003.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. SERUM-28008- Inv-065.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
PEPSI 24-1 .pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, gstin, pan, hsn, sac"
PEPSI 17649.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, gstin, pan, hsn, sac"
PEPSI 17618.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, gstin, pan, hsn, sac"
PEPSI 17645.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, gstin, pan, hsn, sac"
PEPSI 17652.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, gstin, pan, hsn, sac"
PEPSI 17644.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, gstin, pan, hsn, sac"
PEPSI 17620.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, gstin, pan, hsn, sac"
PEPSI 17609.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, gstin, pan, hsn, sac"
PEPSI 17621.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, gstin, pan, hsn, sac"
PEPSI 17609.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, gstin, pan, hsn, sac"
PEPSI 17623.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, gstin, pan, hsn, sac"
PEPSI 17648.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, gstin, pan, hsn, sac"
PEPSI 26-1 .pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, gstin, pan, hsn, sac"
PEPSI 17664.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, gstin, pan, hsn, sac"
PEPSI 17622.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, gstin, pan, hsn, sac"
PEPSI 24-1 .xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, gstin, pan, hsn, sac"
PEPSI 17672.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, gstin, pan, hsn, sac"
PEPSI 17645.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, gstin, pan, hsn, sac"
PEPSI 17614.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, gstin, pan, hsn, sac"
PEPSI 17650.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, gstin, pan, hsn, sac"
PEPSI 17644.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, gstin, pan, hsn, sac"
PEPSI 17622.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, gstin, pan, hsn, sac"
PEPSI 17652.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, gstin, pan, hsn, sac"
PEPSI 17618.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, gstin, pan, hsn, sac"
PEPSI 26-1 .xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, gstin, pan, hsn, sac"
PEPSI 17647.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, gstin, pan, hsn, sac"
PEPSI 17656.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, gstin, pan, hsn, sac"
PEPSI 17623.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, gstin, pan, hsn, sac"
PEPSI 17615.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, gstin, pan, hsn, sac"
PEPSI 17641.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, gstin, pan, hsn, sac"
PEPSI 17641.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, gstin, pan, hsn, sac"
PEPSI 17664.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, gstin, pan, hsn, sac"
PEPSI 17670.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, gstin, pan, hsn, sac"
